Date,指数代码 Index Code,IndexName,指数英文名称Index Name(Eng),Code,Name,Name(Eng),Exchange,Exchange(Eng),weight
20220429,000300,沪深300,CSI 300,600547,山东黄金,Shandong Gold-Mining Co Ltd,上海证券交易所,Shanghai  Exchange,0.191
20220429,000300,沪深300,CSI 300,600015,华夏银行,Hua Xia Bank Co Ltd,上海证券交易所,Shanghai  Exchange,0.185
20220429,000300,沪深300,CSI 300,600436,片仔癀,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,上海证券交易所,Shanghai  Exchange,0.51
20220429,000300,沪深300,CSI 300,600029,南方航空,China Southern Airlines Co Ltd,上海证券交易所,Shanghai  Exchange,0.182
20220429,000300,沪深300,CSI 300,600584,长电科技,"JCET Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.149
20220429,000300,沪深300,CSI 300,600489,中金黄金,Zhongjin Gold Co Ltd,上海证券交易所,Shanghai  Exchange,0.116
20220429,000300,沪深300,CSI 300,300144,宋城演艺,"SONGCHENG PERFORMANCE DEVELOPMENT CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.109
20220429,000300,沪深300,CSI 300,601933,永辉超市,Yonghui Superstores Co Ltd,上海证券交易所,Shanghai  Exchange,0.089
20220429,000300,沪深300,CSI 300,601799,星宇股份,Changzhou Xingyu Automotive Lighting Systems Co Ltd,上海证券交易所,Shanghai  Exchange,0.101
20220429,000300,沪深300,CSI 300,000963,华东医药,Huadong Medicine Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.165
20220429,000300,沪深300,CSI 300,600570,恒生电子,Hundsun Technologies Inc.,上海证券交易所,Shanghai  Exchange,0.246
20220429,000300,沪深300,CSI 300,601336,新华保险,New China Life Insurance Co Ltd,上海证券交易所,Shanghai  Exchange,0.137
20220429,000300,沪深300,CSI 300,000425,徐工机械,XCMG Construction Machinery Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.15
20220429,000300,沪深300,CSI 300,002555,三七互娱,"WUHU SANQI INTERACTIVE ENTERTAINMENT NETWORK TECHNOLOGY GROUP CO.,LTD.",深圳证券交易所,Shenzhen  Exchange,0.178
20220429,000300,沪深300,CSI 300,002594,比亚迪,BYD Co Ltd,深圳证券交易所,Shenzhen  Exchange,1.217
20220429,000300,沪深300,CSI 300,002602,世纪华通,"ZHEJIANG CENTURY HUATONG GROUP CO., LTD",深圳证券交易所,Shenzhen  Exchange,0.118
20220429,000300,沪深300,CSI 300,601901,方正证券,Founder Securities Co Ltd,上海证券交易所,Shanghai  Exchange,0.139
20220429,000300,沪深300,CSI 300,002607,中公教育,"Offcn Education Technology Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.047
20220429,000300,沪深300,CSI 300,002600,领益智造,LINGYI iTECH (GUANGDONG) COMPANY,深圳证券交易所,Shenzhen  Exchange,0.067
20220429,000300,沪深300,CSI 300,002601,龙佰集团,"LB Group Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.12
20220429,000300,沪深300,CSI 300,601216,君正集团,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.081
20220429,000300,沪深300,CSI 300,002568,百润股份,"SHANGHAI BAIRUN INVESTMENT HOLDING GROUP CO.,LTD.",深圳证券交易所,Shenzhen  Exchange,0.065
20220429,000300,沪深300,CSI 300,000596,古井贡酒,Anhui Gujing Distillery Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.132
20220429,000300,沪深300,CSI 300,300316,晶盛机电,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.18
20220429,000300,沪深300,CSI 300,601633,长城汽车,Great Wall Motor Co Ltd,上海证券交易所,Shanghai  Exchange,0.168
20220429,000300,沪深300,CSI 300,601669,中国电建,"Power Construction Corporation of China,Ltd",上海证券交易所,Shanghai  Exchange,0.328
20220429,000300,沪深300,CSI 300,601100,恒立液压,"Jiangsu Hengli Hydraulic CO., Ltd.",上海证券交易所,Shanghai  Exchange,0.132
20220429,000300,沪深300,CSI 300,002624,完美世界,"Perfect World Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.095
20220429,000300,沪深300,CSI 300,300274,阳光电源,Sungrow Power Supply Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.363
20220429,000300,沪深300,CSI 300,000001,平安银行,"Ping An Bank Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.821
20220429,000300,沪深300,CSI 300,000002,万科A,China Vanke Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.729
20220429,000300,沪深300,CSI 300,000063,中兴通讯,ZTE Corporation,深圳证券交易所,Shenzhen  Exchange,0.424
20220429,000300,沪深300,CSI 300,000066,中国长城,"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.096
20220429,000300,沪深300,CSI 300,000069,华侨城A,Shenzhen Overseas Chinese Town Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.137
20220429,000300,沪深300,CSI 300,000157,中联重科,Zoomlion Heavy Industry Science & Technology Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.159
20220429,000300,沪深300,CSI 300,000301,东方盛虹,"Jiangsu Eastern Shenghong Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.121
20220429,000300,沪深300,CSI 300,000538,云南白药,"Yunnan Baiyao Group Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.215
20220429,000300,沪深300,CSI 300,000625,长安汽车,Chongqing Changan Automobile Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.22
20220429,000300,沪深300,CSI 300,000725,京东方A,BOE Technology Group Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.63
20220429,000300,沪深300,CSI 300,000568,泸州老窖,Luzhou Lao Jiao Co Ltd,深圳证券交易所,Shenzhen  Exchange,0.853
20220429,000300,沪深300,CSI 300,601231,环旭电子,"Universal Scientific Industrial (Shanghai) Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.044
20220429,000300,沪深300,CSI 300,601012,隆基股份,"Longi Green Energy Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,1.626
20220429,000300,沪深300,CSI 300,601238,广汽集团,"Guangzhou Automobile Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.147
20220429,000300,沪深300,CSI 300,601800,中国交建,China Communications Construction Company Limited,上海证券交易所,Shanghai  Exchange,0.211
20220429,000300,沪深300,CSI 300,300347,泰格医药,"Hangzhou Tigermed Consulting Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.26
20220429,000300,沪深300,CSI 300,603993,洛阳钼业,"China Molybdenum Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.183
20220429,000300,沪深300,CSI 300,000333,美的集团,"Midea Group CO., LTD",深圳证券交易所,Shenzhen  Exchange,1.542
20220429,000300,沪深300,CSI 300,002709,天赐材料,"Guangzhou Tinci Materials Technology Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.237
20220429,000300,沪深300,CSI 300,002714,牧原股份,"Muyuan Foodstuff Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.759
20220429,000300,沪深300,CSI 300,601225,陕西煤业,Shaanxi Coal Industry Company Limited,上海证券交易所,Shanghai  Exchange,0.369
20220429,000300,沪深300,CSI 300,603288,海天味业,Foshan Haitian Flavouring and Food Company Ltd.,上海证券交易所,Shanghai  Exchange,0.626
20220429,000300,沪深300,CSI 300,603369,今世缘,"Jiangsu King's Luck Brewery Joint-Stock Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.156
20220429,000300,沪深300,CSI 300,603806,福斯特,"HANGZHOU FIRST PV MATERIAL Co., LTD.",上海证券交易所,Shanghai  Exchange,0.195
20220429,000300,沪深300,CSI 300,603019,中科曙光,"Dawning Information Industry Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.167
20220429,000300,沪深300,CSI 300,300408,三环集团,"CHAOZHOU THREE-CIRCLE(GROUP)CO.,LTD",深圳证券交易所,Shenzhen  Exchange,0.182
20220429,000300,沪深300,CSI 300,002736,国信证券,"GUOSEN SECURITIES CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.155
20220429,000300,沪深300,CSI 300,300413,芒果超媒,"Mango Excellent Media Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.148
20220429,000300,沪深300,CSI 300,601021,春秋航空,"Spring Airlines Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.093
20220429,000300,沪深300,CSI 300,000166,申万宏源,"Shenwan Hongyuan Group CO., LTD",深圳证券交易所,Shenzhen  Exchange,0.255
20220429,000300,沪深300,CSI 300,603899,晨光股份,SHANGHAI M&G STATIONERY INC.,上海证券交易所,Shanghai  Exchange,0.098
20220429,000300,沪深300,CSI 300,603799,华友钴业,"ZHEJIANG HUAYOU COBALT CO., LTD.",上海证券交易所,Shanghai  Exchange,0.444
20220429,000300,沪深300,CSI 300,603939,益丰药房,"Yifeng Pharmacy Chain Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.073
20220429,000300,沪深300,CSI 300,300433,蓝思科技,"Lens Technology Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.112
20220429,000300,沪深300,CSI 300,600958,东方证券,ORIENT SECURITIES COMPANY LIMITED,上海证券交易所,Shanghai  Exchange,0.271
20220429,000300,沪深300,CSI 300,603338,浙江鼎力,"Zhejiang Dingli Machinery Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.05
20220429,000300,沪深300,CSI 300,300450,先导智能,"WUXI LEAD INTELLIGENT EQUIPMENT CO., LTD.",深圳证券交易所,Shenzhen  Exchange,0.268
20220429,000300,沪深300,CSI 300,601985,中国核电,"China National Nuclear Power Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.371
20220429,000300,沪深300,CSI 300,601211,国泰君安,"Guotai Junan Securities Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.364
20220429,000300,沪深300,CSI 300,300498,温氏股份,"GUANGDONGWENSFOODSTUFFGROUPCO.,LTD",深圳证券交易所,Shenzhen  Exchange,0.458
20220429,000300,沪深300,CSI 300,601155,新城控股,"Future Land Holdings Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.138
20220429,000300,沪深300,CSI 300,001979,招商蛇口,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO.,LTD",深圳证券交易所,Shenzhen  Exchange,0.274
20220429,000300,沪深300,CSI 300,002791,坚朗五金,"Guangdong KinLong Hardware Products Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.055
20220429,000300,沪深300,CSI 300,601966,玲珑轮胎,"Shandong Linglong Tyre Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.058
20220429,000300,沪深300,CSI 300,600919,江苏银行,"Bank of Jiangsu Co., Ltd",上海证券交易所,Shanghai  Exchange,0.478
20220429,000300,沪深300,CSI 300,300529,健帆生物,"Jafron Biomedical Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.11
20220429,000300,沪深300,CSI 300,603986,兆易创新,GigaDevice Semiconductor (Beijing) Inc.,上海证券交易所,Shanghai  Exchange,0.368
20220429,000300,沪深300,CSI 300,603658,安图生物,"Autobio Diagnostics Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.059
20220429,000300,沪深300,CSI 300,002812,恩捷股份,"Yunnan Energy New Material Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.6
20220429,000300,沪深300,CSI 300,603160,汇顶科技,"Shenzhen Huiding Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.072
20220429,000300,沪深300,CSI 300,600926,杭州银行,"BANK OF HANGZHOU CO., LTD",上海证券交易所,Shanghai  Exchange,0.25
20220429,000300,沪深300,CSI 300,300558,贝达药业,"Betta Pharmaceuticals Co.,Ltd",深圳证券交易所,Shenzhen  Exchange,0.059
20220429,000300,沪深300,CSI 300,601229,上海银行,"Bank of Shanghai Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.357
20220429,000300,沪深300,CSI 300,002821,凯莱英,"Asymchem Laboratories (Tianjin) Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.217
20220429,000300,沪深300,CSI 300,300595,欧普康视,AUTEK CHINA INC.,深圳证券交易所,Shenzhen  Exchange,0.104
20220429,000300,沪深300,CSI 300,002841,视源股份,Guangzhou Shiyuan Electronic Technology Company Limited,深圳证券交易所,Shenzhen  Exchange,0.141
20220429,000300,沪深300,CSI 300,601881,中国银河,"China Galaxy Securities Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.066
20220429,000300,沪深300,CSI 300,300601,康泰生物,"Shenzhen Kangtai Biological Products Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.147
20220429,000300,沪深300,CSI 300,603517,绝味食品,"Juewei Food Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.089
20220429,000300,沪深300,CSI 300,300628,亿联网络,YEALINK NETWORK TECHNOLOGY CORPORATION LIMITED,深圳证券交易所,Shenzhen  Exchange,0.155
20220429,000300,沪深300,CSI 300,603833,欧派家居,Oppein Home Group Inc.,上海证券交易所,Shanghai  Exchange,0.118
20220429,000300,沪深300,CSI 300,603501,韦尔股份,"Will Semiconductor CO.,Ltd. Shanghai",上海证券交易所,Shanghai  Exchange,0.434
20220429,000300,沪深300,CSI 300,601878,浙商证券,"ZHESHANG SECURITIES CO., LTD.",上海证券交易所,Shanghai  Exchange,0.079
20220429,000300,沪深300,CSI 300,300676,华大基因,"BGI Genomics Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.086
20220429,000300,沪深300,CSI 300,300677,英科医疗,"Intco Medical Technology Co.,Ltd.",深圳证券交易所,Shenzhen  Exchange,0.061
20220429,000300,沪深300,CSI 300,603233,大参林,"DaShenLin Pharmaceutical Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.046
20220429,000300,沪深300,CSI 300,603882,金域医学,"Guangzhou Kingmed Diagnostics Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.126
20220429,000300,沪深300,CSI 300,601108,财通证券,"CAITONG SECURITIES CO.,LTD.",上海证券交易所,Shanghai  Exchange,0.128
20220429,000300,沪深300,CSI 300,603260,合盛硅业,"HOSHINE SILICON INDUSTRY CO.,LTD",上海证券交易所,Shanghai  Exchange,0.071
20220429,000300,沪深300,CSI 300,603659,璞泰来,"Shanghai Putailai New Energy Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.228
20220429,000300,沪深300,CSI 300,002916,深南电路,"Shennan Circuits Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.103
20220429,000300,沪深300,CSI 300,600025,华能水电,HuanengLancang River Hydropower Inc.,上海证券交易所,Shanghai  Exchange,0.061
20220429,000300,沪深300,CSI 300,601838,成都银行,"BANK OF CHENGDU CO., LTD.",上海证券交易所,Shanghai  Exchange,0.201
20220429,000300,沪深300,CSI 300,601360,三六零,360 Security Technology Inc.,上海证券交易所,Shanghai  Exchange,0.129
20220429,000300,沪深300,CSI 300,603259,药明康德,"WuXi AppTec Co., Ltd.",上海证券交易所,Shanghai  Exchange,1.17
20220429,000300,沪深300,CSI 300,603486,科沃斯,"Ecovacs Robotics Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.137
20220429,000300,沪深300,CSI 300,601138,工业富联,"Foxconn Industrial Internet Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.209
20220429,000300,沪深300,CSI 300,300750,宁德时代,"Contemporary Amperex Technology Co., Limited.",深圳证券交易所,Shenzhen  Exchange,3.163
20220429,000300,沪深300,CSI 300,601990,南京证券,"Nanjing Securities Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.091
20220429,000300,沪深300,CSI 300,601066,中信建投,"China Securities Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.155
20220429,000300,沪深300,CSI 300,002938,鹏鼎控股,"Avary Holding (Shenzhen) Co., Limited",深圳证券交易所,Shenzhen  Exchange,0.113
20220429,000300,沪深300,CSI 300,300760,迈瑞医疗,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.84
20220429,000300,沪深300,CSI 300,601162,天风证券,"TIANFENG SECURITIES CO., LTD.",上海证券交易所,Shanghai  Exchange,0.072
20220429,000300,沪深300,CSI 300,601319,中国人保,The People's Insurance Company (Group) of China Limited,上海证券交易所,Shanghai  Exchange,0.069
20220429,000300,沪深300,CSI 300,300759,康龙化成,"Pharmaron Beijing Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.183
20220429,000300,沪深300,CSI 300,601865,福莱特,"Flat Glass Group CO.,LTD.",上海证券交易所,Shanghai  Exchange,0.114
20220429,000300,沪深300,CSI 300,600989,宝丰能源,"Ningxia Baofeng Energy Group Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.171
20220429,000300,沪深300,CSI 300,300782,卓胜微,Maxscend Microelectronics Company Limited,深圳证券交易所,Shenzhen  Exchange,0.239
20220429,000300,沪深300,CSI 300,601698,中国卫通,"China Satellite Communications Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.024
20220429,000300,沪深300,CSI 300,601236,红塔证券,"HONGTA SECURITIES CO., LTD.",上海证券交易所,Shanghai  Exchange,0.047
20220429,000300,沪深300,CSI 300,688008,澜起科技,"Montage Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.145
20220429,000300,沪深300,CSI 300,688012,中微公司,Advanced Micro-Fabrication Equipment Inc. China,上海证券交易所,Shanghai  Exchange,0.143
20220429,000300,沪深300,CSI 300,688009,中国通号,China Railway Signal & Communication Corporation Limited,上海证券交易所,Shanghai  Exchange,0.062
20220429,000300,沪深300,CSI 300,003816,中国广核,"CGN Power Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.184
20220429,000300,沪深300,CSI 300,688036,传音控股,"SHENZHEN TRANSSION HOLDINGS CO., LTD.",上海证券交易所,Shanghai  Exchange,0.112
20220429,000300,沪深300,CSI 300,688363,华熙生物,Bloomage Biotechnology Corporation Limited,上海证券交易所,Shanghai  Exchange,0.072
20220429,000300,沪深300,CSI 300,688111,金山办公,"Beijing Kingsoft Office Software, Inc.",上海证券交易所,Shanghai  Exchange,0.192
20220429,000300,沪深300,CSI 300,601916,浙商银行,"CHINA ZHESHANG BANK CO.,LTD",上海证券交易所,Shanghai  Exchange,0.153
20220429,000300,沪深300,CSI 300,601658,邮储银行,"POSTAL SAVINGS BANK OF CHINA CO., LTD.",上海证券交易所,Shanghai  Exchange,0.325
20220429,000300,沪深300,CSI 300,601816,京沪高铁,"Beijing-Shanghai High Speed Railway Co.,Ltd",上海证券交易所,Shanghai  Exchange,0.498
20220429,000300,沪深300,CSI 300,603195,公牛集团,"GONGNIU GROUP CO., LTD.",上海证券交易所,Shanghai  Exchange,0.062
20220429,000300,沪深300,CSI 300,688169,石头科技,"Beijing Roborock Technology Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.084
20220429,000300,沪深300,CSI 300,601696,中银证券,"BOC International (China) Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.096
20220429,000300,沪深300,CSI 300,688396,华润微,China Resources Microelectronics Limited,上海证券交易所,Shanghai  Exchange,0.071
20220429,000300,沪深300,CSI 300,688126,沪硅产业,"National Silicon Industry Group Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.094
20220429,000300,沪深300,CSI 300,603392,万泰生物,"BEIJING WANTAI BIOLOGICAL PHARMACY ENTERPRISE CO., LTD.",上海证券交易所,Shanghai  Exchange,0.157
20220429,000300,沪深300,CSI 300,600918,中泰证券,"ZHONGTAI SECURITIES CO., LTD.",上海证券交易所,Shanghai  Exchange,0.111
20220429,000300,沪深300,CSI 300,688599,天合光能,"Trina Solar Co., Ltd.",上海证券交易所,Shanghai  Exchange,0.232
20220429,000300,沪深300,CSI 300,603087,甘李药业,Gan & Lee Pharmaceuticals,上海证券交易所,Shanghai  Exchange,0.04
20220429,000300,沪深300,CSI 300,688981,中芯国际,Semiconductor Manufacturing International Corporation,上海证券交易所,Shanghai  Exchange,0.425
20220429,000300,沪深300,CSI 300,688561,奇安信,Qi An Xin Technology Group Inc.,上海证券交易所,Shanghai  Exchange,0.074
20220429,000300,沪深300,CSI 300,300866,安克创新,"Anker Innovations Technology Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.051
20220429,000300,沪深300,CSI 300,300888,稳健医疗,"Winner Medical Co., Ltd.",深圳证券交易所,Shenzhen  Exchange,0.027
20220429,000300,沪深300,CSI 300,300896,爱美客,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.",深圳证券交易所,Shenzhen  Exchange,0.247
20220429,000300,沪深300,CSI 300,300999,金龙鱼,"Yihai Kerry Arawana Holdings Co., Ltd",深圳证券交易所,Shenzhen  Exchange,0.115
20220429,000300,沪深300,CSI 300,601995,中金公司,China International Capital Corporation Limited,上海证券交易所,Shanghai  Exchange,0.067
20220429,000300,沪深300,CSI 300,605499,东鹏饮料,"Eastroc Beverage (Group) Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.03
20220429,000300,沪深300,CSI 300,600905,三峡能源,"China Three Gorges Renewables (Group) Co.,Ltd.",上海证券交易所,Shanghai  Exchange,0.276
20220429,000300,沪深300,CSI 300,601728,中国电信,China Telecom Corporation Limited,上海证券交易所,Shanghai  Exchange,0.1
20220429,000300,沪深300,CSI 300,601868,中国能建,China Energy Engineering Corporation Limited,上海证券交易所,Shanghai  Exchange,0.173